세부자유여행 | 제주항공&amp;리조트 예약! 날씨 빼고 준비 끝! (+저가항공 기내수하물 정보),"제주항공 타고 세부자유여행 글&amp;사진 | 베짱이커플 안녕하세요, 베짱이2호입니다 ^-^ 출국이 잦은 제가 많이 이용하는 것은 LCC(Low Cost Carrier), 즉... 그래서, 요즘 제가 가장 많이 이용하는 항공사가 바로 에어서울과 제주항공입니다. 우연찮게 제가 가는 여행지에 가장 취항을 많이 하는 관계로..."
제주항공 서합 후 꼭 알아야 할 인물입니다.,토익강사 유현정입니다 제주항공 서합률 단 5% 이죠 ( 그동안 3% 였는데 인력보강 엄청나게 하더니 지금은 5% ) 서합한다면 타항공사들에 비해서 경쟁률이 대폭 줄어듭니다. 즉 서합한다면 합격할 확률이 굉장히 높아진다는 겁니다. 제주항공이 새로 거듭나기를 원하는 것 같습니다. 이제...
"제주항공 찜 특가, 여행결찜과 타이페이 여행 가자","제주항공 찜 특가, 여행결찜과 타이페이 여행 가자 늘 언제나 설레고 새로운 해외여행. 요즘들어 나도 그렇고 올 한해 자주 떠나지 못했던 것들을... 제주항공 찜 특가의 경우 제주항공 모바일앱에서만 예약 가능한 항공권특가 프로모션으로서 특가적용 노선은 국내선 국제선 모두 해당된다! 이번..."
제주항공 찜특가 티웨이항공 에어부산까지 저가항공 프로모션 공략 팁!,제주항공 찜특가 티웨이항공 에어부산까지 저가항공 프로모션 공략 팁! +추가 티웨이 모바일 특가는 마감되었다고 하네요 ㅜㅜ 이럴거면... 얼마전 제주항공 찜특가에 이어 (서버 과부화로 말이 많아 딜레이 되었지만) 어제 오픈했던 티웨이항공 모바일 프로모션에 부산에 계신 분들께...
제주항공 타고 하노이로~,"여행기간: 2018년 2월 12~16일 제주항공으로 베트남 하노이를 여행했다. 오후 9시 15분 출발 하는 비행기인데 안산에서 좀 부지런 떨어서 오후 4시 30분... 어차피 제주항공은 기내식이 없기 때문에 배를 든든히 하고 비행기를 타는게 정신 건강에 좋을테니까 ㅋㅋ 육개장, 비빔밥, 알탕 을 주문했고..."
"태국 치앙마이 인타논CC 3박 5일 108홀 제주항공 단 3일 특가! \799,000원~","태국 치앙마이 인타논CC 3박 5일 108홀 제주항공 단 3일 특가! \ 799,000원~ 안녕하세요! 이츠회원 여러분:) 이츠매니저 입니다! 회원님들! 날씨가 다시 조금씩 쌀쌀해지고 있어요! 환절기 감기걸리신 회원님들 안계시지요!? 따듯한 차 한 잔 하시면서 이츠매니저가 전달드리는 해외골프투어 정보로..."
10개월아기와 함께한 괌여행 1일차 : 제주항공 수화물사고 / 괌플라자 리조트 앤 스파,제주항공 수화물 사고 우리의 비행일정 밤출발 새벽도착 비행이었다. 우려와는 다르게 여름이는 이륙하면서 분유먹고 바로 기절해버렸고 가는... 시간은 어느 새 새벽 4시가 훌쩍 넘었고 결국 짐을 찾는 것은 실패하여 공항안에 있는 제주항공 사무실에 가서 수화물 분실 서류를 작성하고 있었다....
[채용정보] 2019년 상반기 제주항공 객실승무원(신입) 공개채용,"&lt;2019년 상반기 제주항공 객실승무원(신입) 모집안내&gt; ↓ ↓ ↓ ※출처 : 제주항공 채용홈페이지 &lt;지원자격 요건&gt; ① 일반전형 ● 2019년 4월 입사 가능한 자 ● 토익550점 또는 토익스피킹 LVL.5 또는 오픽 LVL IM이상 취득한 자 (접수일 기준, 2년 이내 취득한 국내 공인어학점수에 한함)..."
"여자끼리 2박3일 태국여행기 #1 제주항공 비상구좌석, 기내식 후기!","저는 제주항공 통해서 예약했는데여 ㅎㅎㅎ 예약은 언니들이 다 해줘서... 저는 몸만다녀온 수준 ㅋㅋㅋㅋ 고맙습니다 언니들.. 저는 태국여행을 이번까지 총 3번 다녀왔는데 저가항공 2번, 대한항공1번 타봤어욥 ㅎㅎ 저가항공은 에어아시아, 제주항공 타봤어요 저가 항공같은경우에는 6시간..."
[나만의냉장고] 추석 황금연휴 제주항공권 마지막 특가찬스!,바로 제주 항공/숙박권 특가 찬스가 여러분들을 기다리고 있으니 더 이상 우울해하지 마시길~:) 8월 28일 오전 10시 핫딜 오픈! https://goo.gl/jeJh2U 여러분.. 이때다 싶을 때 짐싸는겁니다! 꿀 같은 기회 절대 놓치지 마세요! 제주 항공/숙박권 특가 찬스를 누리는 방법! 1. 나만의 냉장고 APP...
도쿄 리얼 먹방여행] Part 1-2. 도쿄 나리타 공항으로!(제주항공/나리타공항/점심식사),개인적으로 제주항공은 처음 타봐서 많이 설레네요 ㅎㅎㅎ 도쿄행 제주항공 비행기 역시 3x3 좌석입니다! 비행기에 탑승 후 출발까지 꽤 시간이 걸렸습니다 ㅠㅠ 심심한 저희들은 사진이나 찍으면서 시간을 보냈죠 ㅋㅋㅋ 제주항공에서 먹을 수 있는 녀석들ㅋㅋㅋㅋ 특히 저 상큼하귤은...
"부산출발 세부 339,000원(4월~5월) 제주항공 - 유유투어","부산출발 세부 339,000원 패키지 제주항공(7C) 3박5일 - 유유투어 부산직항 제주항공 세부패키지 특가 ! 유유투어 www.uutour.co.kr 051) 807 - 6625 ... 부산출발해외여행땡처리 세부패키지 제주항공 특가! 부산직항 세부 패키지 3박5일 7C (제주항공) 포함사항 왕복 국제선 항공요금, 리조트숙박..."
"[여행] 제주항공 이용후기 및 기내수화물 팁,","오늘은 추석연휴 홍콩-한국으로 휴가로 보내고왔는데, 그때 이용한 제주항공에 대한 이용후기 및 기내수화물 관련정보를 말씀드릴까합니다ㅎㅎ... 탑승수속을 위한 카운터 F에 위치한 제주항공 추석연휴가 끝나는날이었기 때문에 제가 입국했을당시와 달리 정말 한산했던 인천공항. 정말..."
제주항공 / 한국산업인력공단 / 한국은행 등 채용 중!,경력소식지2019.04.14 제주항공 2019년 제주항공 상반기 추가채용 (~04/22) 기업명공고 제목마감일한국산업인력공단2019 상반기 신규직원 공개채용(~04/25)한국은행일반사무직원(C3) 공개채용 [수도권/경상권/전라권/충청권/제주권](~04/19)LG MMA(주)2019년 상반기 신입/경력사원 수시...
[JOYBER] 제 4회 제주항공 마케팅·광고 공모전 개최 '?'?,"안녕하세용 조이버 14기 데쮜입니다 (?′???) 이틀전 시작된 제주항공의 엄청난 공모전, 다들 알고 계시나요? #대학생 #공모전 #대외활동 사진 클릭하고 제주항공 홈페이지 살펴보기 제 4회 제주항공 마케팅·광고 공모전 첫 번째, 모집 요강 공모대상 4년제 대학 재/휴학생 및..."
제주항공우주박물관과 함께하는 가상현실 체험'VR 카드 보드'만들기!,제주항공우주박물관 별별기자단 문풍지입니다. VR이라는 용어를 들어보신 적이 있으신가요? VR은 Virtual Reality의 약어로 가상현실을 말하는데요.... 요즘 떠오르는 대세 ‘VR 체험’은 제주항공 우주 박물관에서도 체험할 수 있었는데요. 아이들과 함께 가볼 만한 가을여행지 코스로 정말 유익하고...
"제주항공타고 떠나는 오사카자유여행, 간사이공항 수속하기!",2015.05.28-05.31 3박4일 오사카 여행기① 이번에 다녀온 오사카 여행은 제주항공을 이용해서 다녀왔는데요. 제주항공이 가격 대비 저렴하고 시간대도 좋아서 선택했습니다. 저가항공은 오전출발 오후리턴으로 시간대가 좋은 게 많이 없는데 제주항공은 오전출발 오후리턴이 가능했거든요. 대신...
제주항공 찜특가로 오사카 예약 성공!,1년에 2번있는 제주항공 찜특가 작년에 제주항공 찜특가에 실패해서 진에어 특가로 괌티켓을 겟하고서는 특가 표를 얻을 수 있다는 용기 100배 원래는 친구랑 함께 가기로한 방콕을 노렸으나 도저히 안되겠다싶어 마이쏭과 함께 가기로한 오사카로 노선을 변경하여 티켓 겟겟! 특가티겟...
[다낭 호이안 여행] 4. 콩카페(부제: 제주항공 공짜 찬스),**미케비치에서 콩카페까지 택시비 51000동 KONG 이 아니라 CONG 카페입니다~ ㅋㅋ 그나저나 혈육이 콩카페를 들어가려는 순간 "우리 제주항공 타지 않았냐??" 콩카페 옆엔 바로 제주항공 라운지가 있다. 급 문득 인터넷에서 제주항공 이용자는 여러 혜택이 있다고 했던게 파바박!!!! 당장...
[별별기자단]제주항공우주박물관에서 배우는 맛있는 분자 요리!,"제주항공우주박물관에서 만들어 봐요! 안녕하세요, 별별기자단 비고씨입니다! 제주항공 우주 박물관에서는 매월 가족모두 즐길수 있는 다양한 클래스가 준비되어 있어요! 2월 발렌타인데이 초콜렛 만들기에 이어 이번달에 참여한 수업은 &lt;요리로 즐기는 맛있는 과학&gt; 수업이었답니다. 제목만 들어도..."
[여행일기]하노이행 밤비행기(제주항공 7C2803),"하노이행 제주항공 7C2803은 21:10에 인천공항에서 출발하기로 되어있었다. 그런데 비행기는 관제탑의 지시를 받아야 뜰 수 있다하여 인천공항 비행장을 뱅뱅 돌다가 21:45쯤 날기 시작했다 애초에 5시간 비행이고, 밤시간이라 비행 전에 맥주 한잔 쭉 들이키고 자리에 앉아 거진 7년간 나와 함께..."
한 달 살기 그후 1- 제주항공 수화물 파손 배상,"그래도 도전해 보기로 하고 제주항공에 전화를 걸었다. 070-7420-1715 (이 전화가 바로 연결이 되는 전화) 담당자와 어렵지 않게 통화가 되었는데, 알고보니 그 다음부터 1월 초 제주도 폭설로 제주항공이 업무 및 전화 통화가 거의 마비 상태였다고 한다. 그 시기를 빗겨 갔으니 나름 운이 좋았던 셈...."
"▶히로시마/마쓰야마 여행◀ 이번엔 소도시, 에어서울&amp;제주항공 편도 분리 발권","끝 제주항공이 취항하는 마쓰야마 선택!! 역시 편도만 선택하자 5,400엔이다.ㅋ_ㅋ 수수료 붙어도 7만원 수준 예상! 바로 결정 편도 두 개를 따로... 1단계 출국 비행편을 확보했고, 귀찮음 스킬이 발동되기 전 귀국 비행편을 준비하기 위해 제주항공 사이트에 들어갔다. 은근히 자주 이용하는..."
[1박2일 일본여행 / 후쿠오카 유후인 온천여행] - 제주항공 타고 후쿠오카 공항에서...,오늘 타고 갈 비행기는 제주항공 7C1408 생각보다 작은 비행기였다 ㅎㅎ 귀여운 여권 케이스와 함께 ㅎㅎ 이 때가 제일 설레인다 셀프체크인 하는데... 마침 내 생일 8월 24일인 거~ 여권 보여주고 육포 샀당 ㅎㅎ 맛있어~ 아무것도 못 먹어서 더 맛있었던 듯 ㅎㅎ 제주 항공 에어카페는 다양한...
제주항공/제주항공채용,제주항공 자료 영상중 저는 이 영상이 참 좋네요. "일에 집중 할 수 있는 환경과 경력단절 없이 자신의 기량을 펼칠 수 있는 회사가 제주항공입니다" 라는 메세지를 담고 있네요. 쌤도 같은 경험을 해서인지 더 와 닿는것 같습니다. 여러분 또한 미래의 모습일수 있겠죠ㅎㅎ 여러분은 어떤...
제주항공 탑승기 : 제주항공 기내서비스,"2016.4.6~4.10 인천-괌 제주에어 탑승기 제주항공 탑승기 : 제주항공 기내서비스 안녕하세요 매력남냥이예요 3박 5일 괌 여행은, 제주항공을 이용했었답니다. 제주항공은 제주여행 때 만 이용하다 보니, 해외여행은 처음이라는ㅋㅋ. 오전/오후 출발이 있으니 본인의 여행 일정에 맞게 이용하시는 게..."
1월 제주도 가볼만한곳_제주 항공우주박물관_체험여행,1월 제주도 가볼만한곳_제주 항공우주박물관_체험여행 겨울방학 시즌 이기에 제주도여행 계획하시는 부모님들 많으실 거에요. 1월 제주도 가볼만한곳 찾아보구 계실텐데요. 제주 항공우주박물관 추천해드려요. 이유는 볼거리도 많고 아이들 지루하지 않게 체험 할거리도 많아요. 아이들은 아무래도...
제주공항 윈드시어 특보로 두번이나 고 어라운드하는 제주항공 HL8087,제주항공 HL8087이 제주공항에 접근합니다. 비행기가 접근하는 모습을 봤는데 바람이 강하게 부는지 기우둥기우둥 하더군요. 느낌이 안 좋더니... 아까 고어라운드 했던 제주항공 HL8087이 다시 제주공항에 접근했습니다. 과연 착륙을 할 수가 있을지.. 이번에는 착륙할 듯 싶었는데요. 강풍을...
"제주도여행,오설록과 세트로 보아요,제주항공우주박물관","제주도여행,오설록과 세트로 보아요,제주항공우주박물관 제주도 오설록 많이들 가지고 녹차밭 건너편에 엄청큰 건물하나 보이시죠? 제주항공우주박물관 이라는 곳인데요. 제주도여행 하실때 오설록 구경하시고 제주항공우주박물관도 보는걸로요~ 제주도 박물관 수박겉핥기 식으로 보면 다..."
"제주도가볼만한곳, 제주항공우주박물관 '레이저 트론 퍼포먼스' 꿀JAM이었다며!?",제주항공우주박물관 블로그지기입니다. 오늘 잼에서 펼쳐졌던 '레이저 트론 퍼포먼스' 다들 즐겁게 관람하셨나요? 어린이 방문객 여러분을 위해... 이상으로 제주항공우주박물관에서 '레이저 트론 퍼포먼스' 소식을 전해드린 잼포터였습니다. 다음 시간에 또 만나요~!
제주항공 부가서비스_사전좌석 및 수화물 추가 구매하기,"제주항공 부가서비스 신청하기 여행갈 때 부가서비스 처음 신청해보는 1인 항상 둘만 다니던 여행이라 부가서비스는 신청해 본 적이 없었는데... 먼저 사이트에서 회원가입 후 로그인하기 :: 제주항공 :: www.jejuair.net 출처 - 제주항공 로그인 후, 마이페이지-&gt;예약조회 클릭 제주항공 사이트가 아닌..."
부산 승무원과외(제주항공 승무원 축하해^^),"아침에 카카오톡하고 왔어요 ""쌤, 연락이 늦었죠?"" 하면서 승무원 교육받고, 여행도 갔다온다고 바쁘게 지내다가 이제야 연락한다면서 왔어요 저, 제주항공 승무원 되었어요^^ 붙으면 블로그에 대문장만하게 포스팅 해달라고 해서 열심히 포스팅하고 있어요ㅎㅎㅎㅎㅎ 승무원된거 정말 축하한다..."
190502 [경제공부] 새벽부자 24일차 :: 中 황금노선 올라탄 '제주항공·이스타·티웨이',올라탄 '제주항공·이스타·티웨이' [이데일리 이소현 경계영기자] 넓어진 한중 하늘 길의 최종 승자는 국내 저비용항공사(LCC)였다. 1995년부터 대한항공(003490)과 아시아나항공(020560)이 독과점해 온 중국 노선이 25년 만에 LCC에 대 news.naver.com 中 황금노선 올라탄 '제주항공·이스타·티웨이...
[크루온플라잇 승무원과외] 제주항공 (상반기 2차) 경력직 공고 (~4/22월),"제주항공 상반기 2차 경력직 채용 공고 안내합니다. 지난번과 마찬가지로 무안/대구베이스에서 근무할 경력직 승무원을 채용하며, 달라진 점이... #제주항공 #제주항공경력직 #대한항공 #아시아나항공 #승무원과외 #승무원학원 #승무원면접 #대한항공경력직 #제주항공경력직자소서항목 #제주항공채용..."
제주항공 최종합격! 제주항공 승무원 5명 죠스 합격   제주는 죠스 제주항공 합격...,죠스플라잇 재미있는 면접 한아샘?? 따뜻한 면접 근영샘?? 힐링되는 면접 지은샘입니다?? 어제 제주항공 2019 상반기 임원 합격자 발표가 있었습니다. 5명의 죠스가 합격 하였습니다. 축하해요 우리 죠스들 아쉬운 결과를 받은 죠스들도 넘 속상해 말아요. 잘했어요. 마지막까지 노력한거...
제주항공 기내식 솔직 후기!!,제주항공 기내식 솔직 후기 하이헨뇨! 엘라에욘. 다낭으로 신행 댕겨온 엘라 새댁이. 제주항공을 이용했는데욘. 땅에서도 하늘에서도 먹는 것이 빠지면 섭섭하여요. 그래서 갖고 온 제주항공 기내식 솔직 후기 다낭 가는 뱅기에서는 손 세정제를 주시던데욘? 올 때는 안주시더라는??? 어떤...
마쓰야마 일본자유여행 추천 제주항공 취항~,"마쓰야마 일본자유여행 추천 제주항공 취항소식 시코쿠 에히메에 위치하는 마쓰야마는 연간 한번씩 꼭 찾게 되는 해외여행지, 일본자유여행... 제주항공 일본 온라인 라운지를 이용하면 마쓰야마 호텔과 전통을 느낄 수 있는 료칸까지 한번에 예약할 수 있어 편리한 모습, 마쓰야마를 즐기고..."
제주항공  Newjejuair OPEN D-2 이벤트,여행의 기준을 만들어가는 제주항공의 그 모든 열정과 상상을 여러분과 함께합니다! ????????????????? 제주항공의 새로운 직원이 될 동방신기도 여러분과 함께 열정상상??을 불태울 준비가 되어있답니다!...
제주항공 :: 국내 최대 저비용 항공사,조이버 8기 모집 제주항공 서포터즈 신청하기 전에 나름 공부해보자 놀러다니고 어디가서 하루자고 그러면서 젊은 청춘 띵까띵까 살고있는 류진농장입니다. 이번 포스팅에서는 제주항공에 대한 about 제!주!항!공!에 대해 공부를 해볼까해요? 뭘 그런걸 공부하냐고 물으신다면 아는게 힘이라고...
강아지 애견 동반 비행기 탑승! 제주항공 유의사항!,애견 동반 비행기 제주항공 애견 동반 탑승 방법! 설기와 함께 하기 시작하면서 버킷리스트 중 하나가... 애견과 함께 하는 제주도 여행이었지요~ 이번에 시간이 되어서 설기와 드디어 제주도 여행을 함께 하기로 했습니다. 항공사는 제주항공으로 선택! 애견 동반 탑승은 애견+가방 포함 7kg...
"제주항공, 20일부터 10월 가을여행 항공권 특가 프로모션 (블라디보스토크...","제주항공, 가을여행 항공권 특가 프로모션 (블라디보스토크 14만6600원~) 제주항공(대표이사 이석주)이 올 가을 제주여행을 위한 국내선과 주요 국제노선에 대한 항공권을 특가에 판매한다고 13일 전했다. 탑승기간은 오는 10월 1일부터 31일까지이며, 예매는 8월 20일부터 26일까지..."
2018년 상반기 제주항공 동방신기 유노윤호 이미지 모음,그래도 제주항공은 사랑입니다~♡ https://www.instagram.com/p/BdweCm6Ff52/?taken-by=jejuair_official / 2018.1.15 https://www.... &lt; 필 받은 김에 지금 제주항공 홈피에 가면 볼 수 있는 짤들 모아봄 ^^ 붉은 하아이언 셔츠도 너무너무 잘...
부산 김해 - 다낭 여행 제주항공 비상구좌석 이용후기,부산 김해국제공항 베트남 다낭 여행 제주항공 비상구좌석 후기 시집가기 전 가족여행을 한번 더 가자던 어마마마의 말씀에 따라 급! 다낭 여행을... 그래서 제주항공 오전 9시 20분인가..? 비행기로 출발했어요! 혹시 비상구좌석 이용해보신 분..? 이거 추가금액 붙는거라 저도 처음인데 대박대박...
괌가족여행 제주항공 이용후기 수화물규정 기내식 입국신고서,괌가족여행 제주항공 이용후기 수화물규정 기내식 입국신고서 괌은 가족여행으로 인기가 많아서 아이들 데리고 다녀오려고 찜해놨던 곳입니다. 작년 12월에도 제주항공 찜특가가 열렸어서 그때 저렴하게 항공권 겟 하려고 노렸는데 하필 그때 해외에 있어서 찜 못했어요 ㅜㅠ.. 그래도...
"[별별기자단] 제주항공우주박물관, 클래식 공연과 함께하는 특별한 박물관!","제주항공우주박물관 별별기자단 문풍지입니다. 제주항공우주박물관에서 8월 12일에 클래식 공연을 관람할 수 있는 'JAM CLASSICS'가 진행된다고 해서, 8월에도 어김없이 제주항공우주박물관을 다녀왔는데요. 7월에 진행되었던 피아노 공연에 이어서 8월에 열린 클래식 공연도 기대보다 더 알찬..."
가고시마 여행 제주항공 신규취항 "그거 엄청 행운이야",제주항공이 가고시마 신규 취항을 했다길래 방학을 맞이한 어린이와 함께 비행기에 올랐다. 인천에서 비행기로 1시간 30분이면 도착하는 따뜻한... 제주항공은 화목토 가고시마로 가는데. 목요일 오전 6시30분 출발이다. 혼자 인천까지 운전하고싶지가 않았으나... 집에서 도저히 그 새벽에 갈 수가...
다낭마사지 호이안 픽업 제주항공 다낭라운지 한번에 해결,하노이에서는 현지마사지샵을 이용했는데 다낭에서는 같이간 지인분의 지인이 이용하고 강추했다는 제주항공 다낭라운지로 향했어요 비용도... 생각나요 제주항공을 이용한게 아니라 걱정했는데 상관없이 모두 이용가능하다고 하네요 전에 제주항공이용객만 이용할 수 있다는 글을 보고...
"2019 항공사별 신규 취항지(제주항공, 이스타, 티웨이, 대한항공 등)","오늘은 여행 계획 세우시는 분들께서 참고하실 수 있도록 2019 항공사별 신규 취항지 제주항공, 이스타, 티웨이, 대한항공 등 각 항공사별 신규... 그럼 지금부터 2019 항공사별 신규 취항지 제주항공, 이스타, 티웨이, 대한항공 등 신규 취항지를 만나볼까요. &lt;인천 ↔ 치앙마이&gt; 2019 항공사별 신규..."
│제주항공│제주항공 포인트 친구한테 양도하기,생기면서 제주항공에서 포인트 소멸된다는 문자를 받은 게 생각나서 확인해보니 3월 이내에 소멸된다는 문자를 받았었다. 지금 당장 여행을 갈 수 있는 상황이 아니어서 포인트를 소멸 시키기에는 너무나도 아까워서 제주항공을 이용하는 친구에게 양도하기로 했다. 제주항공 홈페이지에...
제주도 체험 아이와 실내 가볼만한곳  제주항공우주박물관,제주도에 놀러올때마다 갈까말까 고민하던 제주항공우주박물관에 드디어 와봤어요 오설록 근처에 있는 제주항공우주박물관은 제주도에서 실내가볼만한곳이지만 야외에도 이렇게나 많은 비행기가 전시되어 직접 체험을 할 수 있게 되어있기에 날이 좋은 날에 오면 더 좋을것 같더라구요...
제주항공 채용 일정 발표+2월 마지막 승무원 합격대비반 컨설팅 예약,홍대 윙스카이 OZ 명쌤이예요 제주항공 승무원 채용이 발표가 설날 이전부터 발표 났는데요! 제주항공 승무원 채용 일정 공지 및 채용 설명회 일정 너무 작아서 다들 잘 못보더라구요! ( 저도 놓칠뻔 했어요 ..ㅎㅎㅎ) 채용 설명회 일정 위에보시면 모집일정에 대해서 말해주네요 2월 11일 부터...
19년 제주항공 상반기 객실승무원 채용:) 달라진 자기소개서 작성법 무료영상강의...,드디어 업무개시하려고 득달같이 밖으로 나와서 수제 작업끝낸 감자 으니샘입니당  기다리던 제주항공의 드디어 떠버렸습니다 이번 19년도에는 저의 감자블로그를 이용하시는 울 감자들과 이웃분들께 꼭꼭꼭꼭 합격을 선물해드리기위해 ?제주항공 기업분석 자료집 ?제주항공 합격자료집...
제주항공으로 아빠없이 아이들과 제주도로 출발~!,김포-제주 행은 제주 항공을 제주-김포 구간은 아시아나를 이용하게 되었다. 국내 LCC 항공사는 첨 이용해 본다..라고 생각하고 탑승했는데... *** 제주항공 이코노미 클래스. ( 비지니스 좌석은 없는듯! ) 기종은 보잉737-800. 좌석배열은 3-3. 여자인 나한테도 타이트한 레그룸을 보니 키큰 남자분들은 좀...
&lt;ANC 강남점&gt;제주항공 승무원의 연봉과 복지는 어떻게 될까?,오늘은 제주항공 승무원의 연봉과 복지에 대해 알아보려고 해요~ 제주항공은 LCC 항공사를 지원하는 예승이들에게 아주 친숙할 거라고 생각해요~ 밝은 이미지에 맞게 한단계 한단계씩 나아가고 있는 LCC항공사인데요~! LCC 항공사의 선두주자인 제주항공! 밝고 통통튀는 이미지에 맞게 로고도...
제주항공 비행기볼펜(에어볼펜),항공사와는 처음으로 제주항공과 볼펜을 만들어 봤습니다:-) 승무원에게 볼펜을 빌린 승객이 이 볼펜을 본다면 세심한 디테일에 제주항공 아이덴티티가 전달 될 수있겠죠? 만든지 오래된 제품중에 빛을 못보고 사라지는 제품들도 많은데 목적에 맞게 사용되는 제품을 보고 있으면...
